股票代码,报表日期,货币资金,交易性金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,其他应收款(合计),应收利息,应收股利,其他应收款,买入返售金融资产,存货,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,待处理流动资产损益,其他流动资产,流动资产合计,发放贷款及垫款,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,在建工程(合计),在建工程,工程物资,固定资产及清理(合计),固定资产净额,固定资产清理,生产性生物资产,公益性生物资产,油气资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,交易性金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,应付手续费及佣金,应付职工薪酬,应交税费,其他应付款(合计),应付利息,应付股利,其他应付款,预提费用,一年内的递延收益,应付短期债券,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,租赁负债,长期应付职工薪酬,长期应付款(合计),长期应付款,专项应付款,预计非流动负债,递延所得税负债,长期递延收益,其他非流动负债,非流动负债合计,负债合计,实收资本(或股本),资本公积,减：库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未分配利润,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,一、营业总收入,营业收入,二、营业总成本,营业成本,营业税金及附加,销售费用,管理费用,财务费用,研发费用,资产减值损失,公允价值变动收益,投资收益,其中:对联营企业和合营企业的投资收益,汇兑收益,三、营业利润,加:营业外收入,减：营业外支出,其中：非流动资产处置损失,四、利润总额,减：所得税费用,五、净利润,归属于母公司所有者的净利润,少数股东损益,基本每股收益(元/股),稀释每股收益(元/股),七、其他综合收益,八、综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,收回投资所收到的现金,取得投资收益所收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加:期初现金及现金等价物余额,六、期末现金及现金等价物余额,净利润,未确认的投资损失,资产减值准备,固定资产折旧、油气资产折耗、生产性物资折旧,无形资产摊销,长期待摊费用摊销,待摊费用的减少,预提费用的增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,递延收益增加（减：减少）,预计负债,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,已完工尚未结算款的减少(减:增加),已结算尚未完工款的增加(减:减少),其他,经营活动产生现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,现金及现金等价物的净增加额
600550,2011/12/31,1830247197,122760000,0,0,309137652.3,3009809184,0,1399543737,0,0,0,128702416.9,0,2011278401,0,0,0,0,0,8811478589,0,0,0,0,2469879190,68698207.15,0,1762637297,0,0,3588158883,0,0,0,0,0,469258336.5,18440601.46,13052774.93,60419.33,35485706.88,0,8425671417,17237150005,1431180000,0,0,394308441.2,1527676680,1078050791,0,44566442.05,-292571623.9,0,42597260.27,28648803.22,49630036.06,0,0,0,0,5441000,4309527830,3705500000,1581434916,0,0,0,0,0,0,12226500,0,122776505.7,5421937922,9731465752,1372990906,3254996423,0,0,0,325620954.5,0,1896784669,6849914534,655769719.2,7505684254,17237150005,5345826412,5345826412,5228673647,4236293119,30397469.98,127506200.8,328039871.7,418286834.3,0,88150151.18,-178489545.6,-17027384.94,-133953003.2,0,-78364165.59,224019525.2,584191.49,138619.39,145071168.1,79711229.65,65359938.43,35159385.65,30200552.78,0.03,0.03,-8824772.34,56535166.09,26333097.85,30202068.24,5953415802,46935487.74,167191522.9,6167542813,5062726061,438010711.7,439792358.6,375159642.9,6315688775,-148145961.9,181241219,15404375,939657.08,0,0,197585251.1,687865750.7,14110652.39,0,0,701976403.1,-504391152,2413835957,0,3518939365,1.58E+09,0,7514775322,6206549281,698216994.1,4603479.33,24262585.81,6929028861,585746461.6,-3420559.19,-70211211.39,1878764292,1808553080,65359938.43,0,88150151.18,305165197.6,16129973.61,99665.27,0,0,-772715.44,0,178489545.6,0,0,17027384.94,-1076778.09,-26773431.84,-103862731.1,-1023057915,-83856505.23,0,0,0,-148145961.9,0,0,0,1808553080,1878764292,0,0,-70211211.39
600550,2010/12/31,1878764292,331755050.9,0,0,82634653.36,2723665363,0,1027535503,0,0,0,50543912.59,0,1927808193,0,0,0,0,0,8022706967,0,0,0,0,2739261632,70873565.25,0,507365856,0,0,4392938917,0,0,0,0,0,476273343.7,3091112.32,13052774.93,160084.6,34408928.79,0,8237426214,16260133181,2965789915,0,0,709264200.5,1551225027,491734333.5,0,40547696.83,-190124848.1,0,3786515.28,13055709.12,264170586.4,0,0,0,0,134961505.7,5984410642,4906500000,0,0,0,0,0,0,0,38999931.84,0,0,4945499932,10929910574,1.17E+09,1070714270,0,0,0,325620954.5,0,2136223464,4700051477,630171130.3,5330222608,16260133181,7629799751,7629799751,7533553551,6381884468,53160934.84,174197880.5,435741758.7,431721660.7,0,56846847.92,260712005.8,241798413.3,226048413.3,0,598756619.2,124762436.7,2010969.18,1483950.81,721508086.7,88463656.43,633044430.3,618808051.1,14236379.22,0.5298,0.5298,-533906.75,632510523.5,618300839.7,14209683.88,6969012703,10935545.46,243695221.4,7223643470,5533140509,361232839.7,488289367.4,240649506,6623312222,600331248.2,0,26768467.7,1319112.5,0,123979371,152066951.2,925182250.3,2.30E+07,0,0,948182250.3,-796115299.1,739785,341385,4.43E+09,0,0,4429739785,4536294266,459527618.1,5060000,25251935.04,5021073819,-591334033.9,-2827130.02,-789945214.8,2668709507,1878764292,633044430.3,0,56846847.92,225918450.7,18618634.05,129755.91,0,0,1138373.15,4799.23,-260712005.8,0,0,-241798413.3,-5824901.64,38999931.84,773747854.4,-1185681555,114177385.3,0,0,0,600331248.2,0,0,0,1878764292,2668709507,0,0,-789945214.8
600550,2009/12/31,2668709507,3543045.12,0,0,74048614,1733477870,0,874658855.4,0,0,10956000,76279754.15,0,2701556047,0,0,0,0,0,8143229693,0,0,0,0,2581363219,66516963.98,0,2386763695,0,0,2025771654,0,0,0,0,0,356225747.7,0,13052774.93,289840.51,28584027.14,0,7458567921,15601797614,3101561077,0,0,1233735618,635828096.9,1355975594,0,20173114.62,-287209715.8,0,3727325,15605709.12,84170975.39,0,0,0,0,115730396.7,6279298191,4.60E+09,0,0,0,0,0,0,0,0,0,0,4.60E+09,10879298191,1.17E+09,1093315870,0,0,0,254849854.6,0,1588203637,4104369362,618130061.4,4722499423,15601797614,6009692707,6009692707,5600819178,4856338715,22225675.93,92999702.63,259714396.5,338572868.6,0,30967818.59,1938405.12,194415864,193236165.1,0,605227798.3,80956957.77,8960368.93,5167018.59,677224387.1,68914333.14,608310054,586155356,22154697.96,0.5,0.5,-1272574.2,607037479.8,584916165.8,22121314,6189147594,25058674.33,73185742.06,6287392010,5150124525,239802841.4,359357815.1,230073372.9,5979358555,308033455.7,0,84714357.26,5114137.38,131106.77,67197787.74,157157389.2,1965309447,56342012,0,3030893,2024682352,-1867524963,0,0,5275218424,0,0,5275218424,3474500000,585286059.4,0,19209125.12,4078995185,1196223239,95498.38,-363172770,3031882277,2668709507,608310054,0,30967818.59,128688405.8,17758932.12,176992.16,0,0,818522.23,0,-1938405.12,0,0,-194415864,-6359964.64,0,-834182062.6,-745677015.6,968717374.2,0,0,0,308033455.7,0,0,0,2668709507,3031882277,0,0,-363172770
600550,2008/12/31,3031882277,1604640,0,0,20575640,1073358820,0,1848322301,0,0,13544000,75614318.75,0,1867373984,0,0,0,0,0,7932275981,0,0,0,0,2469668691,41128924.45,0,447610311.3,0,0,953063818.5,0,0,0,0,0,304764293.7,0,13052774.93,466832.67,22224062.5,0,4251979709,12184255690,2659500000,0,0,360656435,286615302.6,1264691998,0,14861561.7,12570843.54,0,1983473.13,13055709.12,58582360.36,0,0,0,0,134659405.7,4807177089,2.96E+09,0,0,0,0,0,10862000,0,0,0,0,2970862000,7778039089,1.17E+09,1126461769,0,0,0,201370420.7,0,1289423755,3785255945,620960655.8,4406216601,12184255690,4368624823,4368624823,3970922205,3387189218,14379805.56,85654870.3,222984108.3,234552939,0,26161264.15,-2650865.28,597820462.8,592605305.9,0,992872215.4,122827454.4,94831681.93,91051947.92,1020867988,59716045.73,961151942.1,943213948.6,17937993.49,0.81,0.81,0,0,0,0,4723203225,13121077.74,65476140.32,4801800444,3837610565,202322451.6,246073626,240867589.9,4526874232,274926211.4,3.00E+05,45595310,239733440.8,107820037.9,23023851.44,416472640.1,1720201865,443400000,0,5582421.65,2169184286,-1752711646,726106824.2,0,6434500000,0,0,7160606824,3771495865,234834243.1,0,6460136.43,4012790245,3147816580,-2023177.9,1668007967,1363874310,3031882277,961151942.1,0,26161264.15,84738894.4,11970058.59,677104.75,0,0,3453926.61,0,2650865.28,0,0,-597820462.8,-8994347.14,-1775.11,-605240233.4,292236924.2,-137372765.4,0,0,-978.89,274926211.4,0,0,0,3031882277,1363874310,0,0,1668007967
600550,2007/12/31,1363874310,0,0,0,47454460.92,832471867.5,0,989053681.8,0,0,10956000,415657945.7,0,1263203899,0,0,0,0,0,4922672164,0,0,0,0,1499845369,32613989.6,0,197518823.8,828166.34,0,778665838.8,15511775.35,0,0,0,0,179716942.2,0,50414026.19,1606093.19,13229715.36,0,2769950739,7692622904,1788500000,0,0,265080721.3,373535726.4,1305439708,0,8212274.32,51146869.61,0,0,51466675.24,72296341.06,0,0,0,0,767143505.7,4682821821,3.50E+08,0,0,0,0,0,10862000,0,1775.11,0,0,360863775.1,5043685596,7.30E+08,1206585361,0,0,0,108118215.3,0,439562829,2484266405,164670902.2,2648937308,7692622904,3156269138,3156269138,2920291916,2524497404,10008570.7,110667801.1,135771939.1,110513327,0,28832874.55,0,253467706.8,254980733,0,489444929.1,24091457.51,2624212.72,0,510912173.9,49281749.09,461630424.8,449794019.5,11836405.23,0.62,0.62,0,0,0,0,3596920306,6432010.89,58068455.13,3661420772,2937284913,144415659.2,127735778.8,253781132.4,3463217484,198203288.4,4750000,5442905.2,692432.68,-10649356.33,4456143.99,4692125.54,294881433,339075000,0,4421347.5,638377780.5,-633685654.9,5065762.96,5.00E+05,2939094010,0,0,2944159773,1612831345,123411648.8,1167000,5511074.25,1741754069,1202405704,-1343045.34,765580292.6,598294017.1,1363874310,461630424.8,0,28832874.55,67602804.16,10682909.03,1640139.51,0,0,1955727.55,0,0,0,0,-253467706.8,-5149458.77,1775.11,-439759503.4,-619385723.8,833105699.3,0,0,0,198203288.4,0,0,0,1363874310,598294017.1,0,0,765580292.6
600550,2006/12/31,992358981.5,0,0,0,11596415.21,635340966.9,0,450980247.7,0,0,10956000,113829886.4,0,805416356.6,0,0,65405.94,0,0,3020544260,0,0,0,0,843063321.5,0,0,490790705.6,864235.44,0,464368646.9,13550,0,0,0,0,165341916.8,0,0,1606432.98,0,0,1966048809,4986593070,1315255795,0,0,213100000,280826366.9,627766637.3,0,6063819.69,20434406.25,0,0,18004880.24,67132381.72,397268.05,0,0,0,0,2549839320,2.50E+08,0,0,0,0,11252000,0,0,0,0,0,261252000,2811091320,3.65E+08,1250471321,0,0,0,74478753.4,0,290262522.6,1980212597,195289152.4,2175501749,4986593070,3104149210,3079807536,2916970727,2563621087,11183134.88,66516541.83,201252927.3,74397036.42,0,0,0,91091549.34,0,0,282571751.8,7113864.11,463442.81,0,289222173.1,37870371.72,251351801.4,198097466.7,53254334.62,0,0,0,0,0,0,3166991777,12458616.84,115946674.3,3295397068,3132899754,100281392,134905869.9,239809166.4,3607896183,-312499115.1,754182.58,12940649.24,7538490,0,35578630.76,56811952.58,384458215.3,360090700,0,1025499.64,745574414.9,-688762462.3,689738214,0,2647563400,0,25651749.35,3362953363,1466169427,89956231.8,0,23789230.22,1579914889,1783038474,-919610.2,780857286.6,339525631.9,1120382918,198097466.7,0,23362362.62,67257037.99,6405997.91,2742205.17,956461.67,3214382.68,-6152071.88,0,0,0,0,-91091549.34,0,0,-659839754,-680637272.5,692060282.8,0,0,2814399.09,-312499115.1,0,0,0,1120382918,339525631.9,0,0,780857286.6
600550,2005/12/31,339065157,0,0,0,13169292.28,624060981.1,0,407687479.8,0,0,0,63734973.9,0,680218477.4,0,0,521327.01,0,0,2129085072,0,0,0,0,276551115.8,0,0,236422841.2,579559.25,0,697397276.6,18800,0,0,0,0,123668568.5,0,0,2253765.47,0,0,1336891927,3465976998,1253047432,0,0,164348386.1,201809895.6,395171074,0,6418528.45,41172938.6,0,0,7804880.24,113608546.9,1096644.65,0,0,0,0,2185394064,0,0,0,0,0,10952000,0,0,0,0,10952000,10952000,2196346064,3.30E+08,497764784.9,0,0,0,62496055.7,0,119155737.7,1009416578,260214356.4,1269630935,3465976998,1971985096,1963050061,1816155322,1572590371,2244075.76,52182984.74,125309444.7,63828446.23,0,0,0,9445271.53,0,0,177175706.3,467157.22,1637946.5,0,176004917,23297056.96,152707860.1,101411318.2,51296541.85,0,0,0,0,0,0,2121516462,11985159.15,140438881.7,2273940502,1974319715,107390428.6,52999312.76,132560728,2267270184,6670318.24,64241485.93,13268529.31,84005,0,15743644.05,93337664.29,428840508.3,115379826.9,0,29737.24,544250072.4,-450912408.1,9475020,0,1765260326,0,0,1774735346,1480408690,123320931.6,0,19987570.59,1623717192,151018154.3,-802883.65,-294026819.2,633091976.2,339065157,101411318.2,0,8374032.51,50260436.88,12331168.9,611472.14,-324211.01,-685543.17,1123738.43,3966.12,0,0,0,-9445271.53,0,0,-247244898.2,-254588877.6,239226138.4,0,0,-8337209.33,6670318.24,0,0,0,339065157,633091976.2,0,0,-294026819.2
600550,2004/12/31,583842567.8,3.80E+07,0,0,35000,517539012.7,0,257550923.4,0,0,0,24772771.54,0,418824043.2,0,0,221632.06,0,0,1841588975,0,0,2.70E+07,0,164711333.5,0,0,66792924.66,0,0,520183634.4,0,0,0,0,0,50661127.35,0,0,1971190.53,0,0,831320210.4,2672909185,8.76E+08,0,0,1.95E+08,152447612.4,177145727.9,0,3487884.43,29871565.85,0,0,1384880.24,39689366.85,1234969.54,0,0,3.60E+07,0,1513125413,0,0,0,0,0,10952000,0,0,0,0,0,10952000,1524077413,3.30E+08,489803953.7,0,0,0,38545458.88,0,108188994.4,966538406.9,182293365.4,1148831772,2672909185,1140002441,1133113014,1074868823,901732365.4,4142535.45,36726797.37,93658644.1,38608480.53,0,0,0,14764574.69,0,0,80359319.1,132224.85,257046.36,0,80234497.59,15844910.49,64389587.1,51090749.89,13298837.21,0,0,0,0,0,0,1118904726,9072427.63,49842607.28,1177819761,878364170.3,77523584.43,78904445.15,96772503.21,1131564703,46255057.48,60719813.05,6513806.09,474695.17,0,1673196.75,69381511.06,99014828.42,209256394,0,2636515.09,310907737.5,-241526226.5,71592244.78,0,1048600000,0,76239.23,1120268484,616500000,40419660.43,0,14268386.79,671188047.2,449080436.8,18083.17,253827351,330015216.8,583842567.8,51090749.89,0,11816876.92,42020912.83,2479767.1,763635.09,18546.94,-645053.1,40377.74,0,0,0,0,-14752147.97,0,0,-187933773.3,-258846010.1,349152970.6,0,0,-601416.77,46255057.48,0,0,0,583842567.8,330015216.8,0,0,253827351
600550,2003/12/31,326526255.9,5.80E+07,0,0,248797.98,384299133.4,0,114031410.4,0,0,0,23347500.08,0,230264045.5,0,0,116286.69,0,0,1136833430,0,0,2.70E+07,0,64949187.35,0,0,207482982.6,0,0,335900237.2,0,0,0,0,0,51954644.7,0,0,342085.01,0,0,687629136.8,1824462567,434500000,0,0,54500000,63474758.01,84504935.03,0,2026471.82,40292120.09,0,0,1384880.24,30592825.3,2119483.87,0,0,2.10E+07,0,736486342.1,3.60E+07,0,0,0,0,26440000,0,0,0,0,0,62440000,798926342.1,3.30E+08,485249690.9,0,0,0,28384219.04,0,67259484.33,910893394.3,114642830.3,1025536225,1824462567,814873534.6,809872878,755384432,646459582.2,3884827.59,26284012.89,54788532.04,23967477.26,0,0,0,9251405.07,0,0,68898246.5,248188.21,96213.54,0,69050221.17,23905292.44,45144928.73,39753502.07,5391426.66,0,0,0,0,0,0,854510011.3,4470697.85,51354094.86,910334804,631800204.4,55035588.37,52608696.42,64000960.78,803445450,106889354,147740000,7886900.22,587002.32,0,2226311.41,158440214,48671390.27,255700000,0,0,304371390.3,-145931176.3,5600000,0,5.15E+08,0,153118.95,520753119,409880000,23646262.33,0,3365320.05,436891582.4,83861536.57,0,44819714.26,281706541.6,326526255.9,39753502.07,0,1423298.15,30907248.03,2185673.7,237567.83,67366.56,-2585921.26,-90857.54,0,0,0,0,-9251405.07,0,0,32673559.99,-25577475.24,11424296.94,0,0,-3635358.42,106889354,0,0,0,326526255.9,281706541.6,0,0,44819714.26
600550,2002/12/31,280263121.3,46900000,0,0,6180793,382891390.3,0,96078914.7,0,0,0,26456635.6,0,262923265.4,0,0,212421.24,0,0,1101906542,0,0,0,0,-2770317.5,0,0,146689566,0,0,339082318.4,0,0,0,0,0,54140318.4,0,0,450884.85,0,0,537462579.5,1639369121,165750000,0,0,0,112200705.8,67583340.18,0,949957.91,24424564.29,0,0,4305723.44,36536588.98,4705405.13,0,0,124500000,0,541859437.7,96130000,0,0,0,0,25110000,0,0,0,0,0,121240000,663099437.7,3.30E+08,484674941,0,0,0,21116936.91,0,35114517.26,870565142.3,105493478.8,976058621.1,1639369121,656179285.4,652814495.3,601944426.6,515967190.5,3713936.16,15850031.94,46770081.24,19643186.79,0,0,0,-531353.64,0,0,53703505.16,73338.85,238473.37,0,53538370.64,18236800.75,34960317.02,32862659.81,2097657.21,0,0,0,0,0,0,641927572.4,738331,79051562.92,721717466.3,494525244.1,43341156.17,47883016.7,80190382.99,665939799.9,55777666.43,0,3646893.47,106834.05,0,3000654,6754381.52,114469182.2,97411438.88,0,10843916,222724537.1,-215970155.6,45078840,0,202850000,0,4080282.23,252009122.2,183390000,22201063.23,0,657353.29,206248416.5,45760705.71,0,-114431783.4,394694904.7,280263121.3,33203912.68,0,6416104.09,24393950.32,1950781.6,288661.4,-40383.25,2406911.4,116272.14,0,0,0,0,-1582330.95,0,0,-48979314.17,37495057.4,-25340909.06,0,0,1627307.08,55777666.43,0,0,0,280263121.3,394694904.7,0,0,-114431783.4
600550,2001/12/31,386254074.7,0,0,0,0,351063595.8,0,185542538.4,0,0,0,10611458.21,0,206788760.1,0,0,0,0,0,1140260427,0,0,0,0,6838673.02,0,0,119869312.6,0,0,205578210.5,0,0,0,0,0,0,0,0,0,0,0,332286196.1,1472546623,88750000,0,0,0,92141536.76,87922885.74,0,240786.42,11133121.97,0,0,13597429.76,59688436.92,2293742.37,0,0,94640000,0,450762514.9,184630000,0,0,0,0,0,0,0,0,0,0,184630000,635392514.9,2.20E+08,550126566.8,0,0,0,15610060.9,0,51417480.59,837154108.3,0,837154108.3,1472546623,615237999.8,611934673.4,567356769.2,482984128.3,3808240.69,15339773.16,43994985.34,21229641.79,0,0,0,1238673.02,0,0,49119903.61,2810714.64,95654.91,0,51834963.34,7773575.41,44061387.93,44061387.93,0,0,0,0,0,0,0,754224482.2,0,38946788.55,793171270.8,586221301.6,48272318.85,43044732.93,53035091.06,730573444.4,62597826.35,0,0,10421,0,890587.75,901008.75,197415691.7,5345091.5,0,0,202760783.2,-201859774.5,523470000,0,128880000,0,11258853.17,663608853.2,137360000,20393079.55,0,7181020,164934099.6,498674753.6,0,359412805.5,26841269.26,386254074.7,44061387.93,0,331146.48,19336361.79,0,0,0,685972.31,10421,0,0,0,0,-1238673.02,0,0,41721728.93,-118884002.7,81548184.51,0,0,-26204342.72,62597826.35,0,0,0,386254074.7,26841269.26,0,0,359412805.5
600550,2000/12/31,26841269.26,0,0,0,0,359731472.6,0,61380715.33,0,0,0,7221401.76,0,248510489,0,0,0,0,0,703685348,0,0,0,0,0,0,0,27110854.37,0,0,97064534.62,0,0,0,0,0,0,0,0,0,0,0,124175389,827860736.9,3.70E+07,0,0,0,88416658.2,64515828.5,0,187525.26,93521.97,0,0,2597429.76,16567466.63,1607770.06,0,0,120360000,0,331498358.1,219140000,0,0,0,0,0,0,0,0,0,0,219140000,550638358.1,1.60E+08,83256225.3,0,0,0,9000852.7,0,24965300.86,277222378.9,0,277222378.9,827860736.9,615869486.3,614275015.7,558204222.8,457536771.4,4405204.78,15481525.32,57471798.38,23214673.66,0,94249.26,0,0,0,0,57759512.74,882923.72,159266.47,0,58483169.99,9399936.96,49083233.03,49083233.03,0,0,0,0,0,0,0,570852958.9,0,67490170.79,638343129.6,458027322.5,66894967,65281589.31,53419383.63,643623262.4,-5280132.8,0,0,66356.4,0,224279.06,290635.46,18265516.91,0,0,0,18265516.91,-17974881.45,0,0,196720000,0,0,196720000,146650000,55734275.77,0,75467.86,202459743.6,-5739743.63,0,-28994757.88,55836027.14,26841269.26,49083233.03,0,3390169.49,19428178.12,0,0,0,1670770.06,-66356.4,0,0,0,0,0,0,0,-10760441.02,-83365534.09,-7874825.65,0,0,0,-5280132.8,0,0,0,26841269.26,55836027.14,0,0,-28994757.88
600550,1999/12/31,55836027.14,0,0,0,0,303922723.5,0,37592817.64,0,0,0,18435070.42,0,237844297.3,0,0,0,0,0,636986474,0,0,0,0,0,0,0,16054856.41,0,0,114315367.6,0,0,0,0,0,0,0,0,0,0,0,0,767356698,6.20E+07,0,0,0,53504299.23,97694600.28,0,0,6452858.02,0,0,0,18432510.61,0,0,0,51550000,0,291357983.9,212880000,0,0,0,0,0,0,0,0,0,0,212880000,504237983.9,1.60E+08,83256225.3,0,0,0,1638367.75,0,18224121.06,263118714.1,0,0,767356698,583163497.8,583163497.8,0,0,0,0,0,0,0,0,0,0,0,0,57261008.69,0,0,0,57261008.69,0,41785270.42,41785270.42,0,0,0,0,0,0,0,514910855.8,159002.67,15235190.7,530305049.2,425112674.5,43943942.5,33808124.43,25856778.88,528721520.3,1583528.88,0,0,389563,0,144421.63,533984.63,17809713.68,0,0,0,17809713.68,-17275729.05,32671900,0,53837787.87,0,0,86509687.87,1.20E+07,9266783.68,0,25499.95,21292283.63,65217404.24,0,49525204.07,0,0,41785270.42,0,6515621.75,19465164.74,0,0,0,-84138,-121133.53,0,0,0,0,0,0,0,46786507.84,-136916940.4,-3059355.7,0,0,5055595.37,1583528.88,0,0,0,55836027.14,6310823.07,0,0,49525204.07
600550,1998/12/31,6310823.07,0,0,0,0,179441356.2,0,16040653.98,0,0,0,5999497.3,0,284630805.1,0,0,0,0,0,482294295.4,0,0,0,0,0,0,0,0,0,0,97139383.08,0,0,0,0,0,0,0,0,0,0,0,97139383.08,579433678.5,246630000,0,0,0,56551666.38,101801304.5,0,1059086.52,-2077877.37,0,0,0,27564750.59,84138,0,0,0,0,431688181.8,0,0,0,0,0,0,0,0,0,0,0,0,431688181.8,0,0,0,0,0,0,0,0,147745496.6,0,147745496.6,579433678.5,555404193.5,551937944.2,495313066,407289625.9,3259549.36,11965746.6,46901835.94,25806826.95,0,89481.18,0,0,0,0,60091127.5,0,0,0,60091127.5,16527912.41,43563215.09,43563215.09,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600550,1997/12/31,19121524.36,0,0,0,0,121572762.6,0,19734948.49,0,0,0,14469299.88,0,296781169.2,0,0,0,0,0,464294575.7,0,0,0,0,0,0,0,0,0,0,113037968.9,0,0,0,0,0,0,0,0,0,0,0,113037968.9,577332544.6,238630000,0,0,0,67155120.71,102561359,0,547082.88,2251644.65,0,0,0,26550465.37,0,0,0,0,0,437818143,0,0,0,0,0,0,0,0,0,0,0,0,437818143,0,0,0,0,0,0,0,0,139514401.6,0,139514401.6,577332544.6,431605085.3,429314526.7,388395484.3,307736349.4,2607391.82,9587766.51,44842597.6,23621378.98,0,0,0,0,0,0,43209601.05,0,0,0,43209601.05,14285099.46,28924501.59,28924501.59,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600192,2021/12/31,278613489.6,0,0,1305848308,0,1305848308,182515014.9,101024612.9,252524748,0,0,252524748,0,1078630212,0,0,0,0,8448603.25,3396819086,0,0,0,0,135758827.8,959614.36,15295868.73,15295868.73,0,720244944.1,720244944.1,0,0,0,0,7698157.37,107032525.8,1836283.25,0,5742394.06,71331689.38,46011411.4,1284728642,4681547728,1069360954,0,1175180106,376977604.8,798202501.1,0,0,27197317.13,12764046.76,110382580.9,0,0,110382580.9,0,0,0,102232660,64696776.13,2652636843,100126805.6,0,6287798.05,18528.72,43154492.47,8971200,34183292.47,0,3302436.35,148181662.8,0,301071724,2953708567,441748000,907679575.7,0,84316925.38,0,49010434.77,0,214193976.5,1696948912,30890248.45,1727839161,4681547728,2066020580,2066020580,2300921807,1883549229,20310851.87,110345419.9,151558612.5,58455703.62,76701990.52,0,0,-15442003.41,-13433095.05,0,-161377157.3,2688359.4,1326529.34,0,-160015327.3,-13389399.05,-146625928.2,-128069382.9,-18556545.33,-0.2899,-0.2899,11800752.74,-134825175.5,-116268630.2,-18556545.33,1560853610,1723842.27,118452570.1,1681030023,1014965099,324673946.3,58304481.58,294051714.8,1691995242,-10965219.34,0,0,248840.98,0,0,248840.98,17860591.53,78960492.09,631618.47,0,97452702.09,-97203861.11,0,0,1.41E+09,0,111633956,1516633956,1338257600,59394217.64,480840,7084582.53,1404736400,111897555.9,-7374.46,3721100.96,173460101.4,177181202.4,-146625928.2,0,-9012975.39,53062029.33,4601365.79,1521664.8,0,0,-110201076.1,-120222.52,0,0,0,15442003.41,-10870622.69,-53858.09,74785709.2,42242539.81,-35181447.37,0,0,-8652610.36,-10965219.34,0,0,0,177181202.4,173460101.4,0,0,3721100.96
