stkcd,year,SOE,ROA,SIZE,LEV
151,2020,1,-.1647684409646443,21.3137994749331,.6467695149868893
153,2019,0,.0348649746738895,21.99291809860524,.627173619636764
153,2020,0,.0359040370937433,22.01420709975099,.6017893097851137
155,2019,1,.0496546918762411,22.70374014002759,.4173354817483386
155,2020,1,.0436908373225262,22.94617816811827,.5072443684424477
156,2019,1,.042535892332984,23.47842909382653,.3002445680517577
156,2020,1,.0405741083954393,23.87773172974159,.4075095667231593
157,2019,,.0544588948387571,25.24579358245682,.5706091427499171
157,2020,,.0734213095400648,25.47922338338853,.5881579187024131
158,2019,1,.0070039604560824,23.37343377721864,.5817755429816598
158,2020,1,.011767838663155,23.42431799287684,.5946651665409789
159,2019,0,.0120329855597303,21.75896649107765,.2246178757884184
159,2020,0,.0370493133412563,21.70885150016338,.1811526301197612
166,2019,1,.0178903305334809,26.68565492131918,.7816646828408785
166,2020,1,.0191134798727143,26.73849912159346,.8165625404567453
301,2019,0,.054153147667803,24.27982038950669,.5633839041437376
301,2020,0,.0067415323934606,24.86534623891323,.6417199239648248
333,2019,0,.0983028955012726,26.43354522421919,.6440001065190355
333,2020,0,.0873889492384847,26.61043209015034,.6552633257937814
338,2019,1,.0597719570615557,26.1906154917635,.70538262855175
338,2020,1,.0460229682009239,26.32446234683947,.7029241802966684
400,2019,1,.0365096201766303,23.43727373618526,.424980369476229
400,2020,1,.0528428066907276,23.54501030225625,.4526285347107437
401,2019,1,.1038484090838533,24.82976120678434,.5251719905778601
401,2020,1,.1146001643956317,24.79990965066952,.4546082515975442
402,2019,1,.0355326189959376,25.81079967507719,.7593606962061107
402,2020,1,.0198351398436498,25.85439406645129,.7647565036805823
403,2019,,.1415792187191773,20.96357493029408,.3696308040793679
403,2020,,.1333012553169589,21.2256260323686,.4149240258804845
404,2019,1,.0117572819677818,23.05039150297242,.5841737299800011
404,2020,1,.0190694292038263,23.11554204799323,.5962690080266209
407,2019,0,.0439647907541846,22.59649990762478,.5526420909306566
407,2020,0,.0450967933179301,22.63317714144554,.5703211966520635
408,2019,0,.0449373073350319,22.98955606824487,.1801132096517755
408,2020,0,.039106860257833,22.88401527453151,.0876396382643891
409,2019,1,-.2536384163729606,22.06731735061764,.6669632181106062
409,2020,1,.1331916411958402,20.71970409723552,.4274784199969657
410,2019,1,-.3647243458113711,22.69903032210282,.8480119895478426
410,2020,1,-.1270171385427437,22.43802457461508,.9374972021379289
411,2019,1,.0433841857741598,23.09998013393021,.7240804539803932
411,2020,1,.0416191269433093,23.14365792838973,.7150424645197748
413,2019,0,-.0183968333742686,24.93924458307579,.5348972404380103
413,2020,0,-.0472601397590389,24.89502246296628,.558630865574633
415,2019,0,.0142331764525799,26.30502135699814,.7944672778296468
415,2020,0,-.0393060772098411,26.24557549452718,.8339281875759292
416,2019,0,.0521805327633886,20.65645166015819,.0535270431274301
416,2020,0,.051638600595747,20.6963071140332,.0535270431274301
417,2019,1,.0368900677144299,23.1047015368426,.5627433416366453
417,2020,1,.0254818618041731,23.13256165189757,.5645709443982657
419,2019,1,.0489083956554075,22.35288645071783,.3743713339816158
419,2020,1,.0474402944343336,22.39705793173936,.3485441627568805
420,2019,1,.0114609648467465,22.86079163014682,.6438931883690225
420,2020,1,-.0319231317832182,22.88524118575118,.6417983169236345
421,2019,1,.0208972271012158,23.21896010093173,.7051873261415553
421,2020,1,.0780764980997471,23.12070398159308,.6494515495473807
422,2019,1,.0013017153124156,23.86418654778154,.9513145109814151
422,2020,1,.0051394387378855,23.81502023985622,.9389741355375695
423,2019,1,-.0440255164772594,23.17888737734955,.1399225096403683
423,2020,1,.0138886205803751,23.11660755164929,.1071242855115777
425,2019,1,.0528277817843904,25.07085185772124,.5646853808121519
425,2020,1,.0465683796359083,25.24284737943652,.6277591856423845
426,2019,0,.0197846807151394,22.94998290159507,.4201485535062421
426,2020,0,-.0151684873787541,22.95492818908869,.4464720241280098
428,2019,1,.0010605516064342,22.60542187047857,.6260107607987072
428,2020,1,-.0965422496812225,22.53524860393557,.6996422235374886
429,2019,1,.1019117758624341,23.59539132510428,.4200361763060986
429,2020,1,.0944213759735181,23.70634735902584,.4818707330070069
430,2019,1,.0117905345443813,21.7046050521828,.3990743517562708
430,2020,1,-.037253003502367,21.75131656143302,.4591227928266228
488,2019,1,.0161666714079241,25.30781394131585,.731114067132972
488,2020,1,.0173050894601668,25.24042914509232,.7182622470364908
498,2019,1,.0332997870203777,24.19091323956357,.7426264189477871
498,2020,1,.0330706125531112,24.7320691290092,.7658989635382896
501,2019,1,.0657375464266098,23.88430660683564,.5969559545990115
501,2020,1,.0317648758296573,23.85012069770282,.5651628927747678
502,2019,0,-.0649766581761871,19.32437892283117,.1499526201313438
502,2020,0,-.1042527495888785,19.26044088722281,.1751075487990618
503,2019,1,.0123338783737227,20.98963022956906,.059551061562431
503,2020,1,-.186355983308482,20.9831793447539,.2564745473679863
504,2019,1,.0618440735786756,19.40773149202777,.573451946553421
504,2020,1,.0340628015956995,20.13653087354834,.7581877661942448
505,2019,1,.0479120300599661,22.3779192654711,.428227259405712
505,2020,1,.0502995562667676,22.46294301530051,.4558561920595828
506,2019,0,-.0273634706978797,21.68715917795795,.5827661520938667
506,2020,0,-.2048995380411902,21.56618182835724,.7530754898991737
507,2019,1,.0312318974379668,22.94798754957387,.3887195768279417
507,2020,1,.0265205693312832,23.3250122570989,.5650295819718838
509,2019,0,-.3149341129344308,18.95133017902545,1
509,2020,0,.107137896954225,19.42310321497487,.4504879521454476
510,2019,0,.0438029144279497,21.19981095474537,.3478943138112205
510,2020,0,.0668117407515318,21.32013077010137,.3971696558353235
513,2019,0,.0962287786035009,23.61232913458225,.3171494585078785
513,2020,0,.1214351677530661,23.74811097797442,.3375647603061475
514,2019,1,.0528291406375213,22.59532002476443,.4255267419344774
514,2020,1,.0204173655934725,22.75695845973055,.4981466842862316
516,2019,0,-.0377837399172731,23.02895495310217,.5019374869431836
516,2020,0,.0006491058274174,23.21848642156063,.5848643876765156
517,2019,0,.0534332452832482,24.41246196480767,.8313308585015008
517,2020,0,.03383760108117,24.93935544791511,.8445885119207474
518,2019,0,.0306445994913462,20.63533698661043,.2789959613853088
518,2020,0,.0483745580648282,20.52932608884963,.1683358735741149
519,2019,1,.0299742370784623,23.12218108483965,.2563859146969945
519,2020,1,.0341057839062396,23.22196608657822,.2999301388412917
520,2019,0,.0546545019688435,20.24928048873634,.3430842126706916
520,2020,0,.0218607475341252,20.26688419208968,.3356895708250821
521,2019,1,.0048378348314985,23.37666508604786,.6400583985231941
521,2020,1,-.0053841141875799,23.50229350054229,.6918595643030601
523,2019,1,-.0179940613138982,22.69824783684315,.7915220914145027
523,2020,1,-.3647243458113711,21.94686877951079,1
524,2019,1,.0803562691915995,22.28536583274987,.4254370951476201
524,2020,1,-.0890733717695256,21.98135159054487,.3213462024533089
525,2019,0,-.0258407187090552,23.34522816672252,.6704217318128455
525,2020,0,-.0134209039899536,23.16932321194709,.6440596539947218
526,2019,1,.0132865083805702,22.00316988979847,.974683349730957
526,2020,0,.0231738130226195,21.98033769530225,.9624440691014069
528,2019,1,.0438592937007319,24.11983141751953,.6373065349935558
528,2020,1,.0461576910124941,24.24993517529823,.6497317144436471
529,2019,1,.1348284573220103,21.66618024089338,.3017631123086066
529,2020,1,.1031128532088676,22.03987482932007,.4520433332551261
530,2019,1,.0116365656914879,22.43264016730793,.3748754288242034
530,2020,1,.0036952660756014,22.46049314571486,.3929129971907558
531,2019,1,.0451865722358266,23.17669704669343,.6028047887973784
531,2020,1,.0726073551301352,23.33366545211675,.5674908084555316
532,2019,1,.0456653183171557,21.65126882703107,.5990014430813602
532,2020,1,.0901289219186074,21.56908364167569,.4933874700015783
533,2019,0,-.0126159001235631,21.58586068111789,.6307239121415483
533,2020,0,.0150980578781792,21.61705286084258,.6108912661962599
534,2019,0,.0355231429526943,21.4469823580209,.5404094850871952
534,2020,0,.0469146773300055,21.47739952286093,.5334702128772882
536,2019,0,-.1774046466971793,23.40590820516845,.6619281928776797
536,2020,1,.0499863243925497,23.21935681441754,.5410202293650656
537,2019,1,.0588182694927763,24.97054409224199,.8053302492529923
537,2020,1,.0383626213227044,25.03855138856004,.7947922206285675
538,2019,1,.095512777019899,24.628426331495,.2327546387140938
538,2020,1,.1233623878169325,24.73458105142096,.3056066000018254
539,2019,1,.0337080426215916,25.04702792286657,.546988643749033
539,2020,1,.0410444751741751,25.17727375198872,.584237819289425
540,2019,0,.0119430898987848,25.50937003791197,.8267941056224373
540,2020,0,-.0050807953791674,25.65378276976781,.843466539514039
541,2019,1,.0574172063166994,22.54380710893429,.205303274128498
541,2020,1,.0433804915624245,22.86560434777656,.2590761226245714
543,2019,1,.0384393417747018,24.21671684656214,.4455999768974153
543,2020,1,.046209509824473,24.24052675501546,.4255918443319876
544,2019,1,.0486630585054126,23.11052332927571,.4086898173188869
544,2020,1,.0384758137131027,23.50751789880864,.5760770042579856
545,2019,0,.0139066674989617,21.8518264527225,.328249810937836
545,2020,0,-.0904623335771024,21.78372829103991,.3742699847099362
546,2019,0,.0616334967652666,22.93711376702404,.4644409119263501
546,2020,0,.0430567206515687,23.00624107085675,.4601479477393781
547,2019,1,.0731520675931966,23.10844334004301,.2459903918651885
547,2020,1,.0770277584143929,23.24382019307008,.2485358534122361
548,2019,1,.0317373802275936,21.54673921846388,.2655867815929053
548,2020,1,.0464527348100385,21.54026160714746,.2075296197919462
550,2019,1,-.0045514416881959,23.91368163373119,.5680164854087549
550,2020,1,.0217410985562884,24.06206233706395,.6102039477099317
551,2019,1,.046700849291548,22.25770086706396,.4836748597728001
551,2020,1,.045186745035897,22.33278123959207,.4696855942577315
552,2019,1,.0564091513904673,23.1112314480387,.2853655142788748
552,2020,1,.0392303697645445,23.32912263179207,.3698494731458891
553,2019,1,.0116960123155896,24.53632868951554,.5060236561067669
553,2020,1,.0114961989942359,24.56917113364304,.5420204818551658
554,2019,1,.0172549444114919,20.99971706793114,.3100794573278111
554,2020,1,.0084081512696013,21.11939754896661,.3829115818966379
555,2019,0,.043468608490421,23.09868327730937,.5051533588215207
555,2020,0,.0419586321601362,23.21248507709428,.5282167020286476
557,2019,1,.035024082248691,22.38761414443816,.0582206988653507
557,2020,1,.0410641500550081,22.42296453822737,.059399619378994
558,2019,1,.0139875667938897,21.60704637850569,.4688592980589484
558,2020,1,-.0298849127471998,21.49609326997017,.4369767706376377
559,2019,0,.0486327838495245,23.21051784601455,.5470496283489489
559,2020,0,.032156517071249,23.46346556832227,.428986693415834
560,2019,0,.0596726930843457,23.69325051384968,.4690368432282843
560,2020,0,.0245425395207289,23.7251662025555,.4840014910310156
561,2019,1,.0187793273875628,21.89512026432691,.4969829249260813
561,2020,1,.022179696585772,21.99653869804587,.52212257391971
563,2019,1,.0519786670002667,23.40884793689299,.2515469419509932
563,2020,1,.0558030148360662,23.52765939763825,.2858867674144724
564,2019,0,-.0177893434278217,24.68320644008038,.4186811007263723
564,2020,0,-.0983241255594493,24.57283184281111,.4496833829150271
565,2019,1,.0484271086039706,21.15426855935969,.2632609918952864
565,2020,1,.032583183285716,21.18608934717739,.2472539259515338
566,2019,0,-.0114248816420983,23.10067367240201,.5703199686113494
566,2020,1,-.0690145756044605,23.05339134676823,.613626862017604
567,2019,0,.0207536245726899,22.5184973387142,.2973995989976491
567,2020,0,.0229798128318301,22.52973087237768,.2842584491394195
568,2019,1,.2115941038207181,24.08779816502202,.3238329205974393
568,2020,1,.2273492415025634,24.27887683025051,.3378349878901779
570,2019,1,.0075867939496239,21.97282950014658,.389326806666586
570,2020,1,.0141572677204584,22.09772910195606,.4199660135753629
571,2019,,-.1360399958285118,21.96242785337629,.6394243037523579
571,2020,0,-.0784759607836041,21.79861371557177,.6781825460707186
572,2019,0,.0081642906052062,23.0962106313655,.4666882304263178
572,2020,0,-.1286748343115452,22.94337471471423,.5181576611498788
573,2019,0,.031783302692749,21.79921178022525,.4099702118489188
573,2020,0,-.0404440854149134,21.85764966541727,.4933653657835696
576,2019,0,.0796628029722051,21.18425136883022,.2773506092037658
576,2020,0,.2367621533639013,21.38764192640262,.1063460477205665
581,2019,1,.1024384242924007,23.89958266732383,.2702062272787376
581,2020,1,.1075162259815016,24.03200779101988,.3128340748834603
582,2019,1,.0683919300784373,23.62189731839947,.4095449232187474
582,2020,1,.0734077145968975,23.68937517295223,.3802344869841143
584,2019,0,.0013330500323073,22.23488826488874,.5884834274394782
584,2020,0,-.0099643507725453,22.33599796222243,.4913733837627532
585,2019,0,-.0843831150715064,19.98311397218159,1
585,2020,0,.2367621533639013,18.95133017902545,1
586,2019,0,.0091485279655171,20.25357219712099,.5706673101977933
586,2020,0,.0553138190778447,20.01164555293125,.4436612670490223
587,2019,0,-.2872415682362089,23.82776382867096,.9948731272340735
587,2020,0,-.0427361343660156,22.38004695306068,.9355522963230571
589,2019,1,.0171455281157702,23.07664187585434,.6460810397473186
589,2020,1,.1175490963048467,23.16702300698474,.5760655626903808
590,2019,1,.0615337586761662,20.55690947354369,.2652315802086335
590,2020,0,.0311438676979275,20.60915339721774,.2771642149710794
591,2019,1,.0280149265914741,24.34626870084964,.6404077498309455
591,2020,1,.0293515353474183,24.39077897601999,.6382272829129275
592,2019,0,.0034087024536508,22.17042377010362,.1585867962516254
592,2020,0,-.0546494166425313,22.31975819931697,.3357632104054951
593,2019,0,.0330759073471924,21.40963700218458,.5035100250373111
593,2020,0,.0301611704908434,21.46611981879749,.5005021352132061
595,2019,0,-.1997864864337419,21.14496387595124,.7497678988795157
595,2020,1,-.0060017644409651,21.18257206954374,.3691178749926469
596,2019,1,.2035459384526376,23.35308760425713,.320023609558661
596,2020,1,.1603056250554008,23.44368098989074,.3119702172990134
597,2019,0,.0167431418170587,23.25217573465309,.6875692320046513
597,2020,0,.0125886693587386,23.22188592481035,.6611614748170388
598,2019,1,.0514347823176637,23.9555513176603,.5265954152121552
598,2020,1,.0505723453823999,24.15338528164592,.5743675136830284
599,2019,1,-.0321500052747326,23.01389452942456,.6322897152670811
599,2020,1,-.0070497883272654,23.03175412959019,.6500140824726475
600,2019,1,.0349039759648874,24.20013425759805,.5709360132361341
600,2020,1,.0442915753192461,24.24623531167529,.565608283674616
601,2019,,.0471850013624677,23.13986842930076,.5439176459885136
601,2020,,.0228486372543397,23.26243802605099,.6008351144008989
603,2019,0,.1622385431142174,22.19295967657459,.3875616266709994
603,2020,0,.1058772845443573,22.25860987974366,.434800289520808
605,2019,1,.0098005770868476,22.85792997570395,.6699364954653276
605,2020,1,.0044860551256653,22.88459309976317,.6764941539468412
606,2019,,-.2978219196720798,21.75091856410279,.4006363060655952
606,2020,0,-.3647243458113711,21.13052585517253,.73374599512626
607,2019,1,.0153882560700576,21.99378338073682,.4434757484383874
607,2020,1,-.1142380980153227,21.8937835213367,.5130101401283254
608,2019,1,-.0064897264301437,22.47805283715861,.3922184850929125
608,2020,0,.0189220225176657,22.50224261129697,.3882340562584073
609,2019,0,.0121410988783552,22.15887643926152,.6333000366450406
609,2020,0,-.0756264017205195,22.07962123408199,.6810313523191585
610,2019,1,-.032601840275172,20.93794756928625,.3091822128032499
610,2020,1,.0252802589591369,21.00522035726192,.3261829639295947
611,2019,0,-.0079650752455125,21.25707028339072,.6274766759125445
611,2020,0,-.009259894597805,21.59600397485045,.5436538951859535
612,2019,0,.0161409617845312,22.67106133553997,.3848772405308725
612,2020,0,.0875894376863724,22.68855515610634,.3238698783724513
613,2019,0,-.0089738276136272,18.95133017902545,.1032273542390967
613,2020,0,-.1161430365480855,18.95133017902545,.313241017217054
615,2019,0,.0252332176620303,23.04645771425883,.7395425058260178
615,2020,0,.0144715877213977,22.96961639926641,.7193662677179864
616,2019,0,.0006206632019661,22.52524760655872,.2800114998307169
616,2020,0,.0628027545758203,22.48442678847967,.0840795710124267
617,2019,1,.0198339798413546,26.73849912159346,.8354542212389913
617,2020,1,.019619142312768,26.73849912159346,.8274879150526578
619,2019,1,.005414640898149,22.1220393016146,.3378154839957597
619,2020,1,.0120904163766876,22.28432842788196,.3954338432809084
620,2019,0,.0260712799468822,24.69473224749532,.8168467000962668
620,2020,0,-.0200595477300446,24.64307917205698,.8345078240531165
622,2019,0,-.0357315455697118,19.57254237563528,.3208233754411353
622,2020,,-.0044583085354237,19.77609707257301,.4496326811022404
623,2019,0,.0574813022342786,23.97367540253293,.1300810892176724
623,2020,0,.0628954617164097,24.03210875943041,.1398058324742823
625,2019,1,-.0215854511161731,25.30431804451169,.549934469823215
625,2020,1,.0217019150160291,25.5183603167879,.5577062294614051
626,2019,0,.0409131023238463,22.64795641543414,.5822529881612329
626,2020,0,.0187231600391364,22.61246753222481,.5739505930810328
627,2019,0,.0167136116323816,26.04761124394997,.8326457177056249
627,2020,0,.004780542189214,26.20141264575706,.8555240637650213
628,2019,1,.0243287744953514,22.4950771550194,.8120856713936143
628,2020,1,.0415638067628456,22.84420308591108,.7973136094593962
629,2019,1,.1173094529840095,23.28560712264895,.2567016260080127
629,2020,1,.0341067014250212,23.17846399202235,.1589880407049291
630,2019,1,.0297359329280684,24.59262060375571,.5823735139062304
630,2020,1,.0271436326266962,24.67802625919817,.6040782180302493
631,2019,0,.0962641290859697,22.84560350893373,.2159477885164154
631,2020,0,.0470761919361264,22.73118518126927,.1480295041554806
632,2019,1,.0151898039195164,22.86801931514946,.7994346747276535
632,2020,1,.0213576254515601,22.94054003292034,.7943246743270302
633,2019,0,-.0113607650366221,20.83259466582183,.8400900738891165
633,2020,0,.0308976395371411,19.27747202554961,.2996580184047655
635,2019,1,.0216958012321137,21.85412248815916,.1376808388763491
635,2020,1,.0289182845236038,21.86564114105784,.1393159072123502
636,2019,1,.0561085632624427,22.66939105276321,.194626445696347
636,2020,1,.0792693008373582,22.89562005377993,.3094411575192099
637,2019,0,.0944499034155163,21.13090812564929,.3123988027347397
637,2020,0,-.0021487879952862,21.37620907994954,.487122828962323
638,2019,0,.0365349479209332,20.08512904596102,.5738442902362306
638,2020,0,-.042895908595611,20.04484298961372,.6681384631385279
639,2019,0,-.1359895501472104,22.8200719738532,.4962390222891795
639,2020,0,.0514046844250405,22.7675880716258,.4441630545524667
650,2019,0,.1657510864438738,22.32958418670067,.1268892383297151
650,2020,0,.136480004093583,22.56461707880648,.1101555360096522
651,2019,1,.1046219790413959,26.36861434605807,.6040329283752013
651,2020,,.0932730875556986,26.35525840215045,.5814004861530809
652,2019,1,.0162845765926746,24.25652022317971,.8254603774345288
652,2020,1,.0085377060517438,24.23822906507171,.8204898830121086
655,2019,1,.0769671812014623,21.78406161739773,.1031870681951991
655,2020,1,.0928352993752732,21.85649325608495,.090694768013499
656,2019,0,.0268080893074492,26.49658997321355,.837840957384515
656,2020,0,.0320889569413962,26.66647976796533,.8071709413554478
657,2019,1,.0404419923027386,22.71328243929371,.4710750345117103
657,2020,1,.0358881115820201,22.94281495266173,.4630293765265071
659,2019,0,.0399405158714668,21.58882483000696,.7234723694475197
659,2020,0,-.0513272150646375,21.51096492381216,.7800013898609498
661,2019,1,.2260909317509633,23.26654736251878,.3076539641352961
661,2020,1,.2336625246060531,23.54729734561591,.2684173135389697
662,2019,0,-.3647243458113711,21.89276717500688,.7915153303036448
663,2019,1,-.099964774369017,21.66998337360587,.7655539278482334
663,2020,1,.0188262624016295,21.14122377666846,.5878630226238606
665,2019,1,.0123481883888935,23.19684080884049,.4203986659454044
665,2020,1,-.0516404967417113,23.18060748552907,.4635614418502587
666,2019,1,.0590555537371957,24.29893663696527,.3817954341720612
666,2020,1,.0424116015956984,24.33700454722727,.3846934228452737
667,2019,0,-.0019384146022825,24.03822484140633,.7368131673044589
667,2020,0,-.0030971439557567,24.06662935891618,.7583381255179515
668,2019,0,.0367212932937292,21.72151890190572,.5945636916999874
668,2020,0,-.0080797324990088,21.68615458150834,.6022165133689108
669,2019,0,-.1487676145328504,22.94623322186038,.8489812938737419
669,2020,0,.0400602919396897,22.12524579108866,.6397237050485813
670,2019,0,-.3647243458113711,18.95133017902545,1
670,2020,0,.0216215072396496,21.10745271886645,.8847679906127808
671,2019,0,.0221965012342763,26.45190963821747,.8345034380538033
671,2020,0,.0259701299161562,26.58775418215652,.8317997633504651
672,2019,0,.2367621533639013,23.01574631068535,.416159729359654
672,2020,0,.2367621533639013,23.1483988113213,.3661578586408574
